module_path,category,feature,platform,hex_layer,encapsulation,plugin_applied,source_set,source_set_dir,source_set_dir_rel,platform_set,kotlin_loc,kotlin_files
:lib:network:be:api,lib,,be,,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/be/api/src/main,lib/network/be/api/src/main,backend,11,2
:lib:network:be:impl,lib,,be,,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/be/impl/src/main,lib/network/be/impl/src/main,backend,146,6
:lib:network:be:test,lib,,be,,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/be/test/src/main,lib/network/be/test/src/main,backend,8,1
:lib:network:common:impl,lib,,common,,impl,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/common/impl/src/commonMain,lib/network/common/impl/src/commonMain,all,11,1
:lib:network:fe:api,lib,,fe,,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/api/src/commonMain,lib/network/fe/api/src/commonMain,frontend,40,3
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/commonMain,lib/network/fe/impl/src/commonMain,frontend,275,9
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/commonTest,lib/network/fe/impl/src/commonTest,,132,1
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,jsMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/jsMain,lib/network/fe/impl/src/jsMain,js,31,2
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/nonWebMain,lib/network/fe/impl/src/nonWebMain,nonWeb_fe,36,3
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,wasmJsMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/wasmJsMain,lib/network/fe/impl/src/wasmJsMain,wasmJs,50,2
:lib:network:fe:impl,lib,,fe,,impl,libs.plugins.snag.network.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/impl/src/webMain,lib/network/fe/impl/src/webMain,web,62,5
:lib:network:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/network/fe/test/src/commonMain,lib/network/fe/test/src/commonMain,frontend,95,4
:lib:storage:be:api,lib,,be,,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/be/api/src/main,lib/storage/be/api/src/main,backend,19,3
:lib:storage:be:impl,lib,,be,,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/be/impl/src/main,lib/storage/be/impl/src/main,backend,155,4
:lib:storage:be:impl,lib,,be,,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/be/impl/src/test,lib/storage/be/impl/src/test,,135,1
:lib:storage:be:test,lib,,be,,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/be/test/src/main,lib/storage/be/test/src/main,backend,48,2
:lib:storage:fe:api,lib,,fe,,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/api/src/commonMain,lib/storage/fe/api/src/commonMain,frontend,4,1
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,androidMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/androidMain,lib/storage/fe/impl/src/androidMain,android,16,1
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/commonMain,lib/storage/fe/impl/src/commonMain,frontend,72,3
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,iosMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/iosMain,lib/storage/fe/impl/src/iosMain,ios,24,1
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/jvmMain,lib/storage/fe/impl/src/jvmMain,jvm_desktop,16,1
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/nonWebMain,lib/storage/fe/impl/src/nonWebMain,nonWeb_fe,38,1
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/impl/src/webMain,lib/storage/fe/impl/src/webMain,web,3,1
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/test/src/commonMain,lib/storage/fe/test/src/commonMain,frontend,38,2
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/test/src/nonWebMain,lib/storage/fe/test/src/nonWebMain,nonWeb_fe,35,2
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/lib/storage/fe/test/src/webMain,lib/storage/fe/test/src/webMain,web,3,1
:feat:authentication:be:driving:api,feat,authentication,be,driving,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/be/driving/api/src/main,feat/authentication/be/driving/api/src/main,backend,15,4
:feat:authentication:be:driving:impl,feat,authentication,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/be/driving/impl/src/main,feat/authentication/be/driving/impl/src/main,backend,186,5
:feat:authentication:be:driving:impl,feat,authentication,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/be/driving/impl/src/test,feat/authentication/be/driving/impl/src/test,,100,1
:feat:authentication:be:driving:test,feat,authentication,be,driving,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/be/driving/test/src/main,feat/authentication/be/driving/test/src/main,backend,7,1
:feat:authentication:fe:app:api,feat,authentication,fe,app,api,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/app/api/src/commonMain,feat/authentication/fe/app/api/src/commonMain,frontend,32,6
:feat:authentication:fe:app:impl,feat,authentication,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/app/impl/src/commonMain,feat/authentication/fe/app/impl/src/commonMain,frontend,129,8
:feat:authentication:fe:app:impl,feat,authentication,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/app/impl/src/commonTest,feat/authentication/fe/app/impl/src/commonTest,,140,6
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,androidMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/impl/src/androidMain,feat/authentication/fe/driven/impl/src/androidMain,android,14,1
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/impl/src/commonMain,feat/authentication/fe/driven/impl/src/commonMain,frontend,142,4
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,iosMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/impl/src/iosMain,feat/authentication/fe/driven/impl/src/iosMain,ios,16,1
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/impl/src/jvmMain,feat/authentication/fe/driven/impl/src/jvmMain,jvm_desktop,104,2
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/impl/src/webMain,feat/authentication/fe/driven/impl/src/webMain,web,42,2
:feat:authentication:fe:driven:test,feat,authentication,fe,driven,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driven/test/src/commonMain,feat/authentication/fe/driven/test/src/commonMain,frontend,29,2
:feat:authentication:fe:driving:api,feat,authentication,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driving/api/src/commonMain,feat/authentication/fe/driving/api/src/commonMain,frontend,12,1
:feat:authentication:fe:driving:impl,feat,authentication,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authentication/fe/driving/impl/src/commonMain,feat/authentication/fe/driving/impl/src/commonMain,frontend,242,11
:feat:authorization:be:driving:api,feat,authorization,be,driving,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authorization/be/driving/api/src/main,feat/authorization/be/driving/api/src/main,backend,2,1
:feat:authorization:be:driving:impl,feat,authorization,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/authorization/be/driving/impl/src/main,feat/authorization/be/driving/impl/src/main,backend,33,3
:feat:clients:be:app:api,feat,clients,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/app/api/src/main,feat/clients/be/app/api/src/main,backend,40,7
:feat:clients:be:app:impl,feat,clients,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/app/impl/src/main,feat/clients/be/app/impl/src/main,backend,155,8
:feat:clients:be:app:impl,feat,clients,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/app/impl/src/test,feat/clients/be/app/impl/src/test,,386,5
:feat:clients:be:app:model,feat,clients,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/app/model/src/main,feat/clients/be/app/model/src/main,backend,19,1
:feat:clients:be:driven:impl,feat,clients,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/driven/impl/src/main,feat/clients/be/driven/impl/src/main,backend,132,3
:feat:clients:be:driven:test,feat,clients,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/driven/test/src/main,feat/clients/be/driven/test/src/main,backend,25,1
:feat:clients:be:driving:impl,feat,clients,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/driving/impl/src/main,feat/clients/be/driving/impl/src/main,backend,125,3
:feat:clients:be:driving:impl,feat,clients,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/be/driving/impl/src/test,feat/clients/be/driving/impl/src/test,,90,1
:feat:clients:fe:app:api,feat,clients,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/app/api/src/commonMain,feat/clients/fe/app/api/src/commonMain,frontend,48,7
:feat:clients:fe:app:impl,feat,clients,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/app/impl/src/commonMain,feat/clients/fe/app/impl/src/commonMain,frontend,314,11
:feat:clients:fe:app:impl,feat,clients,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/app/impl/src/commonTest,feat/clients/fe/app/impl/src/commonTest,,400,6
:feat:clients:fe:driven:impl,feat,clients,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driven/impl/src/commonMain,feat/clients/fe/driven/impl/src/commonMain,frontend,186,7
:feat:clients:fe:driven:test,feat,clients,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driven/test/src/commonMain,feat/clients/fe/driven/test/src/commonMain,frontend,67,3
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/api/src/commonMain,feat/clients/fe/driving/api/src/commonMain,frontend,41,2
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/api/src/nonWebMain,feat/clients/fe/driving/api/src/nonWebMain,nonWeb_fe,60,2
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/api/src/webMain,feat/clients/fe/driving/api/src/webMain,web,97,3
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/impl/src/commonMain,feat/clients/fe/driving/impl/src/commonMain,frontend,913,15
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/impl/src/commonTest,feat/clients/fe/driving/impl/src/commonTest,,478,3
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/impl/src/nonWebMain,feat/clients/fe/driving/impl/src/nonWebMain,nonWeb_fe,11,1
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/clients/fe/driving/impl/src/webMain,feat/clients/fe/driving/impl/src/webMain,web,11,1
:feat:findings:be:app:api,feat,findings,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/app/api/src/main,feat/findings/be/app/api/src/main,backend,74,12
:feat:findings:be:app:impl,feat,findings,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/app/impl/src/main,feat/findings/be/app/impl/src/main,backend,265,10
:feat:findings:be:app:impl,feat,findings,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/app/impl/src/test,feat/findings/be/app/impl/src/test,,534,6
:feat:findings:be:app:model,feat,findings,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/app/model/src/main,feat/findings/be/app/model/src/main,backend,37,2
:feat:findings:be:driven:impl,feat,findings,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/driven/impl/src/main,feat/findings/be/driven/impl/src/main,backend,327,7
:feat:findings:be:driven:impl,feat,findings,be,driven,impl,libs.plugins.snag.driven.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/driven/impl/src/test,feat/findings/be/driven/impl/src/test,,233,1
:feat:findings:be:driven:test,feat,findings,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/driven/test/src/main,feat/findings/be/driven/test/src/main,backend,30,1
:feat:findings:be:driving:impl,feat,findings,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/driving/impl/src/main,feat/findings/be/driving/impl/src/main,backend,341,6
:feat:findings:be:driving:impl,feat,findings,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/be/driving/impl/src/test,feat/findings/be/driving/impl/src/test,,677,2
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/api/src/commonMain,feat/findings/fe/app/api/src/commonMain,frontend,105,15
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/api/src/nonWebMain,feat/findings/fe/app/api/src/nonWebMain,nonWeb_fe,6,1
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/api/src/webMain,feat/findings/fe/app/api/src/webMain,web,12,2
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/commonMain,feat/findings/fe/app/impl/src/commonMain,frontend,507,18
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/commonTest,feat/findings/fe/app/impl/src/commonTest,,719,8
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/nonWebMain,feat/findings/fe/app/impl/src/nonWebMain,nonWeb_fe,166,3
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/nonWebTest,feat/findings/fe/app/impl/src/nonWebTest,,442,2
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/webMain,feat/findings/fe/app/impl/src/webMain,web,122,4
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/app/impl/src/webTest,feat/findings/fe/app/impl/src/webTest,,122,1
:feat:findings:fe:driven:impl,feat,findings,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driven/impl/src/commonMain,feat/findings/fe/driven/impl/src/commonMain,frontend,628,11
:feat:findings:fe:driven:impl,feat,findings,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driven/impl/src/jvmTest,feat/findings/fe/driven/impl/src/jvmTest,,249,1
:feat:findings:fe:driven:test,feat,findings,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driven/test/src/commonMain,feat/findings/fe/driven/test/src/commonMain,frontend,205,5
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/api/src/commonMain,feat/findings/fe/driving/api/src/commonMain,frontend,186,4
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/api/src/nonWebMain,feat/findings/fe/driving/api/src/nonWebMain,nonWeb_fe,103,2
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/api/src/webMain,feat/findings/fe/driving/api/src/webMain,web,162,3
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/impl/src/commonMain,feat/findings/fe/driving/impl/src/commonMain,frontend,2061,25
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/impl/src/commonTest,feat/findings/fe/driving/impl/src/commonTest,,258,3
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/impl/src/nonWebMain,feat/findings/fe/driving/impl/src/nonWebMain,nonWeb_fe,85,2
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/findings/fe/driving/impl/src/webMain,feat/findings/fe/driving/impl/src/webMain,web,96,2
:feat:inspections:be:app:api,feat,inspections,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/app/api/src/main,feat/inspections/be/app/api/src/main,backend,43,7
:feat:inspections:be:app:impl,feat,inspections,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/app/impl/src/main,feat/inspections/be/app/impl/src/main,backend,151,7
:feat:inspections:be:app:impl,feat,inspections,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/app/impl/src/test,feat/inspections/be/app/impl/src/test,,129,2
:feat:inspections:be:app:model,feat,inspections,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/app/model/src/main,feat/inspections/be/app/model/src/main,backend,21,1
:feat:inspections:be:driven:impl,feat,inspections,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/driven/impl/src/main,feat/inspections/be/driven/impl/src/main,backend,149,3
:feat:inspections:be:driven:test,feat,inspections,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/phase2-ripple-tooling/feat/inspections/be/driven/test/src/main,feat/inspections/be/driven/test/src/main,backend,30,1
