module_path,category,feature,platform,hex_layer,encapsulation,plugin_applied,source_set,source_set_dir,source_set_dir_rel,platform_set,kotlin_loc,kotlin_files
:lib:storage:be:impl,lib,,be,,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/be/impl/src/main,lib/storage/be/impl/src/main,backend,0,0
:lib:storage:be:impl,lib,,be,,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/be/impl/src/test,lib/storage/be/impl/src/test,,0,0
:lib:storage:be:test,lib,,be,,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/be/test/src/main,lib/storage/be/test/src/main,backend,0,0
:lib:storage:fe:api,lib,,fe,,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/api/src/commonMain,lib/storage/fe/api/src/commonMain,frontend,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,androidMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/androidMain,lib/storage/fe/impl/src/androidMain,android,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/commonMain,lib/storage/fe/impl/src/commonMain,frontend,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,iosMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/iosMain,lib/storage/fe/impl/src/iosMain,ios,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/jvmMain,lib/storage/fe/impl/src/jvmMain,jvm_desktop,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/nonWebMain,lib/storage/fe/impl/src/nonWebMain,nonWeb_fe,0,0
:lib:storage:fe:impl,lib,,fe,,impl,libs.plugins.snag.driven.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/impl/src/webMain,lib/storage/fe/impl/src/webMain,web,0,0
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/test/src/commonMain,lib/storage/fe/test/src/commonMain,frontend,0,0
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/test/src/nonWebMain,lib/storage/fe/test/src/nonWebMain,nonWeb_fe,0,0
:lib:storage:fe:test,lib,,fe,,test,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/lib/storage/fe/test/src/webMain,lib/storage/fe/test/src/webMain,web,0,0
:feat:authentication:be:driving:api,feat,authentication,be,driving,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/be/driving/api/src/main,feat/authentication/be/driving/api/src/main,backend,0,0
:feat:authentication:be:driving:impl,feat,authentication,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/be/driving/impl/src/main,feat/authentication/be/driving/impl/src/main,backend,0,0
:feat:authentication:be:driving:impl,feat,authentication,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/be/driving/impl/src/test,feat/authentication/be/driving/impl/src/test,,0,0
:feat:authentication:be:driving:test,feat,authentication,be,driving,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/be/driving/test/src/main,feat/authentication/be/driving/test/src/main,backend,0,0
:feat:authentication:fe:app:api,feat,authentication,fe,app,api,libs.plugins.snag.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/app/api/src/commonMain,feat/authentication/fe/app/api/src/commonMain,frontend,0,0
:feat:authentication:fe:app:impl,feat,authentication,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/app/impl/src/commonMain,feat/authentication/fe/app/impl/src/commonMain,frontend,0,0
:feat:authentication:fe:app:impl,feat,authentication,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/app/impl/src/commonTest,feat/authentication/fe/app/impl/src/commonTest,,0,0
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,androidMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/impl/src/androidMain,feat/authentication/fe/driven/impl/src/androidMain,android,0,0
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/impl/src/commonMain,feat/authentication/fe/driven/impl/src/commonMain,frontend,0,0
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,iosMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/impl/src/iosMain,feat/authentication/fe/driven/impl/src/iosMain,ios,0,0
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/impl/src/jvmMain,feat/authentication/fe/driven/impl/src/jvmMain,jvm_desktop,0,0
:feat:authentication:fe:driven:impl,feat,authentication,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/impl/src/webMain,feat/authentication/fe/driven/impl/src/webMain,web,0,0
:feat:authentication:fe:driven:test,feat,authentication,fe,driven,test,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driven/test/src/commonMain,feat/authentication/fe/driven/test/src/commonMain,frontend,0,0
:feat:authentication:fe:driving:api,feat,authentication,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driving/api/src/commonMain,feat/authentication/fe/driving/api/src/commonMain,frontend,0,0
:feat:authentication:fe:driving:impl,feat,authentication,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authentication/fe/driving/impl/src/commonMain,feat/authentication/fe/driving/impl/src/commonMain,frontend,0,0
:feat:authorization:be:driving:api,feat,authorization,be,driving,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authorization/be/driving/api/src/main,feat/authorization/be/driving/api/src/main,backend,0,0
:feat:authorization:be:driving:impl,feat,authorization,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/authorization/be/driving/impl/src/main,feat/authorization/be/driving/impl/src/main,backend,0,0
:feat:clients:be:app:api,feat,clients,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/app/api/src/main,feat/clients/be/app/api/src/main,backend,0,0
:feat:clients:be:app:impl,feat,clients,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/app/impl/src/main,feat/clients/be/app/impl/src/main,backend,0,0
:feat:clients:be:app:impl,feat,clients,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/app/impl/src/test,feat/clients/be/app/impl/src/test,,0,0
:feat:clients:be:app:model,feat,clients,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/app/model/src/main,feat/clients/be/app/model/src/main,backend,0,0
:feat:clients:be:driven:impl,feat,clients,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/driven/impl/src/main,feat/clients/be/driven/impl/src/main,backend,0,0
:feat:clients:be:driven:test,feat,clients,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/driven/test/src/main,feat/clients/be/driven/test/src/main,backend,0,0
:feat:clients:be:driving:impl,feat,clients,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/driving/impl/src/main,feat/clients/be/driving/impl/src/main,backend,0,0
:feat:clients:be:driving:impl,feat,clients,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/be/driving/impl/src/test,feat/clients/be/driving/impl/src/test,,0,0
:feat:clients:fe:app:api,feat,clients,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/app/api/src/commonMain,feat/clients/fe/app/api/src/commonMain,frontend,0,0
:feat:clients:fe:app:impl,feat,clients,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/app/impl/src/commonMain,feat/clients/fe/app/impl/src/commonMain,frontend,0,0
:feat:clients:fe:app:impl,feat,clients,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/app/impl/src/commonTest,feat/clients/fe/app/impl/src/commonTest,,0,0
:feat:clients:fe:driven:impl,feat,clients,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driven/impl/src/commonMain,feat/clients/fe/driven/impl/src/commonMain,frontend,0,0
:feat:clients:fe:driven:test,feat,clients,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driven/test/src/commonMain,feat/clients/fe/driven/test/src/commonMain,frontend,0,0
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/api/src/commonMain,feat/clients/fe/driving/api/src/commonMain,frontend,0,0
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/api/src/nonWebMain,feat/clients/fe/driving/api/src/nonWebMain,nonWeb_fe,0,0
:feat:clients:fe:driving:api,feat,clients,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/api/src/webMain,feat/clients/fe/driving/api/src/webMain,web,0,0
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/impl/src/commonMain,feat/clients/fe/driving/impl/src/commonMain,frontend,0,0
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/impl/src/commonTest,feat/clients/fe/driving/impl/src/commonTest,,0,0
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/impl/src/nonWebMain,feat/clients/fe/driving/impl/src/nonWebMain,nonWeb_fe,0,0
:feat:clients:fe:driving:impl,feat,clients,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/clients/fe/driving/impl/src/webMain,feat/clients/fe/driving/impl/src/webMain,web,0,0
:feat:findings:be:app:api,feat,findings,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/app/api/src/main,feat/findings/be/app/api/src/main,backend,0,0
:feat:findings:be:app:impl,feat,findings,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/app/impl/src/main,feat/findings/be/app/impl/src/main,backend,0,0
:feat:findings:be:app:impl,feat,findings,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/app/impl/src/test,feat/findings/be/app/impl/src/test,,0,0
:feat:findings:be:app:model,feat,findings,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/app/model/src/main,feat/findings/be/app/model/src/main,backend,0,0
:feat:findings:be:driven:impl,feat,findings,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/driven/impl/src/main,feat/findings/be/driven/impl/src/main,backend,0,0
:feat:findings:be:driven:impl,feat,findings,be,driven,impl,libs.plugins.snag.driven.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/driven/impl/src/test,feat/findings/be/driven/impl/src/test,,0,0
:feat:findings:be:driven:test,feat,findings,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/driven/test/src/main,feat/findings/be/driven/test/src/main,backend,0,0
:feat:findings:be:driving:impl,feat,findings,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/driving/impl/src/main,feat/findings/be/driving/impl/src/main,backend,0,0
:feat:findings:be:driving:impl,feat,findings,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/be/driving/impl/src/test,feat/findings/be/driving/impl/src/test,,0,0
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/api/src/commonMain,feat/findings/fe/app/api/src/commonMain,frontend,0,0
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/api/src/nonWebMain,feat/findings/fe/app/api/src/nonWebMain,nonWeb_fe,0,0
:feat:findings:fe:app:api,feat,findings,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/api/src/webMain,feat/findings/fe/app/api/src/webMain,web,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/commonMain,feat/findings/fe/app/impl/src/commonMain,frontend,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/commonTest,feat/findings/fe/app/impl/src/commonTest,,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/nonWebMain,feat/findings/fe/app/impl/src/nonWebMain,nonWeb_fe,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,nonWebTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/nonWebTest,feat/findings/fe/app/impl/src/nonWebTest,,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/webMain,feat/findings/fe/app/impl/src/webMain,web,0,0
:feat:findings:fe:app:impl,feat,findings,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,webTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/app/impl/src/webTest,feat/findings/fe/app/impl/src/webTest,,0,0
:feat:findings:fe:driven:impl,feat,findings,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driven/impl/src/commonMain,feat/findings/fe/driven/impl/src/commonMain,frontend,0,0
:feat:findings:fe:driven:impl,feat,findings,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,jvmTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driven/impl/src/jvmTest,feat/findings/fe/driven/impl/src/jvmTest,,0,0
:feat:findings:fe:driven:test,feat,findings,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driven/test/src/commonMain,feat/findings/fe/driven/test/src/commonMain,frontend,0,0
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/api/src/commonMain,feat/findings/fe/driving/api/src/commonMain,frontend,0,0
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/api/src/nonWebMain,feat/findings/fe/driving/api/src/nonWebMain,nonWeb_fe,0,0
:feat:findings:fe:driving:api,feat,findings,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/api/src/webMain,feat/findings/fe/driving/api/src/webMain,web,0,0
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/impl/src/commonMain,feat/findings/fe/driving/impl/src/commonMain,frontend,0,0
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/impl/src/commonTest,feat/findings/fe/driving/impl/src/commonTest,,0,0
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/impl/src/nonWebMain,feat/findings/fe/driving/impl/src/nonWebMain,nonWeb_fe,0,0
:feat:findings:fe:driving:impl,feat,findings,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/findings/fe/driving/impl/src/webMain,feat/findings/fe/driving/impl/src/webMain,web,0,0
:feat:inspections:be:app:api,feat,inspections,be,app,api,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/app/api/src/main,feat/inspections/be/app/api/src/main,backend,0,0
:feat:inspections:be:app:impl,feat,inspections,be,app,impl,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/app/impl/src/main,feat/inspections/be/app/impl/src/main,backend,0,0
:feat:inspections:be:app:impl,feat,inspections,be,app,impl,libs.plugins.snag.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/app/impl/src/test,feat/inspections/be/app/impl/src/test,,0,0
:feat:inspections:be:app:model,feat,inspections,be,app,,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/app/model/src/main,feat/inspections/be/app/model/src/main,backend,0,0
:feat:inspections:be:driven:impl,feat,inspections,be,driven,impl,libs.plugins.snag.driven.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/driven/impl/src/main,feat/inspections/be/driven/impl/src/main,backend,0,0
:feat:inspections:be:driven:test,feat,inspections,be,driven,test,libs.plugins.snag.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/driven/test/src/main,feat/inspections/be/driven/test/src/main,backend,0,0
:feat:inspections:be:driving:impl,feat,inspections,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,main,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/driving/impl/src/main,feat/inspections/be/driving/impl/src/main,backend,0,0
:feat:inspections:be:driving:impl,feat,inspections,be,driving,impl,libs.plugins.snag.impl.driving.backend.module,test,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/be/driving/impl/src/test,feat/inspections/be/driving/impl/src/test,,0,0
:feat:inspections:fe:app:api,feat,inspections,fe,app,api,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/app/api/src/commonMain,feat/inspections/fe/app/api/src/commonMain,frontend,0,0
:feat:inspections:fe:app:impl,feat,inspections,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/app/impl/src/commonMain,feat/inspections/fe/app/impl/src/commonMain,frontend,0,0
:feat:inspections:fe:app:impl,feat,inspections,fe,app,impl,libs.plugins.snag.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/app/impl/src/commonTest,feat/inspections/fe/app/impl/src/commonTest,,0,0
:feat:inspections:fe:driven:impl,feat,inspections,fe,driven,impl,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driven/impl/src/commonMain,feat/inspections/fe/driven/impl/src/commonMain,frontend,0,0
:feat:inspections:fe:driven:test,feat,inspections,fe,driven,test,libs.plugins.snag.driven.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driven/test/src/commonMain,feat/inspections/fe/driven/test/src/commonMain,frontend,0,0
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/api/src/commonMain,feat/inspections/fe/driving/api/src/commonMain,frontend,0,0
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/api/src/nonWebMain,feat/inspections/fe/driving/api/src/nonWebMain,nonWeb_fe,0,0
:feat:inspections:fe:driving:api,feat,inspections,fe,driving,api,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/api/src/webMain,feat/inspections/fe/driving/api/src/webMain,web,0,0
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/impl/src/commonMain,feat/inspections/fe/driving/impl/src/commonMain,frontend,0,0
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,commonTest,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/impl/src/commonTest,feat/inspections/fe/driving/impl/src/commonTest,,0,0
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,nonWebMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/impl/src/nonWebMain,feat/inspections/fe/driving/impl/src/nonWebMain,nonWeb_fe,0,0
:feat:inspections:fe:driving:impl,feat,inspections,fe,driving,impl,libs.plugins.snag.driving.frontend.multiplatform.module,webMain,/Users/timotej.adamec/StudioProjects/Snag/.claude/worktrees/commonize-photo/feat/inspections/fe/driving/impl/src/webMain,feat/inspections/fe/driving/impl/src/webMain,web,0,0
